,A2,,,A9,,,B3,,,B4,,C1,C2,C4,C5,è„,â∫
2.836,647.1,,2.836,1611,,2.836,35,,2.836,31.7,,0,137.5,8.3,4.2,103.3,90
2.84,646.3,,2.84,1335.2,,2.84,21.7,,2.84,40,,8.3,123.3,4.2,7.5,84.2,67.5
2.844,570.3,,2.844,1527.4,,2.844,28.3,,2.844,23.3,,0,114.2,0,3.3,78.3,64.2
2.848,545.3,,2.848,1026.1,,2.848,22.5,,2.848,25,,0,90.8,16.7,9.2,74.2,56.7
2.852,519.4,,2.852,884.1,,2.852,21.7,,2.852,30,,8.3,72.5,4.2,5.8,55,38.3
2.856,407.7,,2.856,842.4,,2.856,16.7,,2.856,24.2,,0,58.3,8.3,10,40.8,39.2
2.86,390.2,,2.86,717.2,,2.86,28.3,,2.86,27.5,,0,40,0,8.3,36.7,25
2.864,320.9,,2.864,491.9,,2.864,33.3,,2.864,26.7,,0,43.3,20.8,5,38.3,30.8
2.868,274.2,,2.868,383.5,,2.868,42.5,,2.868,25,,0,45,16.7,5.8,30.8,20
2.872,243.4,,2.872,316.8,,2.872,49.2,,2.872,28.3,,8.3,50,8.3,7.5,45,41.7
2.876,188.4,,2.876,450.2,,2.876,58.3,,2.876,25.8,,16.7,58.3,12.5,5.8,59.2,42.5
2.88,156.7,,2.88,391.8,,2.88,75,,2.88,32.5,,8.3,77.5,4.2,9.2,62.5,61.7
2.884,192.5,,2.884,583.7,,2.884,69.2,,2.884,25,,8.3,87.5,0,7.5,89.2,75
2.888,160.9,,2.888,617.1,,2.888,73.3,,2.888,19.2,,0,100,8.3,5,109.2,88.3
2.892,214.2,,2.892,733.9,,2.892,77.5,,2.892,35,,8.3,130,12.5,3.3,122.5,112.5
2.896,224.2,,2.896,925.9,,2.896,76.7,,2.896,25.8,,0,155,0,6.7,140,110.8
2.9,300.1,,2.9,1001,,2.9,80,,2.9,19.2,,0,140.9,12.5,5,138.4,122.5
2.904,319.3,,2.904,1410.4,,2.904,68.3,,2.904,15.8,,0,158.4,12.5,5,135,142.5
2.908,361.8,,2.908,1552.5,,2.908,67.5,,2.908,25.8,,0,179.2,4.2,4.2,179.2,125.8
2.912,429.4,,2.912,1184.7,,2.912,69.2,,2.912,25,,16.7,187.5,8.3,2.5,143.4,116.7
2.916,493.6,,2.916,1527.4,,2.916,50,,2.916,20.8,,16.7,186.7,0,8.3,159.2,125.8
2.92,500.3,,2.92,1268.3,,2.92,35.8,,2.92,18.3,,8.3,183.4,8.3,6.7,138.4,104.2
2.924,563.7,,2.924,1485.6,,2.924,32.5,,2.924,23.3,,0,190,8.3,4.2,126.7,100
2.928,547.8,,2.928,1477.2,,2.928,23.3,,2.928,30.8,,0,154.2,20.8,7.5,115,89.2
2.932,601.2,,2.932,1201.5,,2.932,27.5,,2.932,30,,8.3,145.9,0,5.8,104.2,83.3
2.936,503.6,,2.936,1143,,2.936,17.5,,2.936,29.2,,16.7,123.3,8.3,6.7,89.2,50
2.94,500.3,,2.94,967.6,,2.94,16.7,,2.94,30,,8.3,102.5,4.2,3.3,72.5,48.3
2.944,484.4,,2.944,842.4,,2.944,15.8,,2.944,24.2,,25,73.3,0,5,39.2,34.2
2.948,413.5,,2.948,725.5,,2.948,20.8,,2.948,26.7,,8.3,60,0,5.8,41.7,28.3
2.952,375.1,,2.952,633.7,,2.952,29.2,,2.952,28.3,,16.7,48.3,0,5,35,33.3
2.956,273.4,,2.956,567,,2.956,24.2,,2.956,20.8,,8.3,46.7,4.2,7.5,31.7,46.7
2.96,245.9,,2.96,341.8,,2.96,40.8,,2.96,20.8,,0,41.7,0,5,45.8,37.5
2.964,210,,2.964,341.8,,2.964,47.5,,2.964,29.2,,8.3,44.2,0,9.2,41.7,40
2.968,180,,2.968,416.8,,2.968,45.8,,2.968,20,,8.3,44.2,4.2,7.5,58.3,53.3
2.972,143.4,,2.972,383.5,,2.972,57.5,,2.972,25.8,,16.7,60,12.5,5,86.7,68.3
2.976,145,,2.976,458.6,,2.976,59.2,,2.976,30,,8.3,70.8,4.2,3.3,91.7,78.3
2.98,143.4,,2.98,491.9,,2.98,53.3,,2.98,17.5,,0,90.8,8.3,5.8,122.5,103.3
2.984,161.7,,2.984,800.6,,2.984,55.8,,2.984,33.3,,8.3,120,8.3,7.5,120,103.3
2.988,233.4,,2.988,750.6,,2.988,72.5,,2.988,29.2,,8.3,120,4.2,7.5,140,127.5
2.992,231.7,,2.992,950.9,,2.992,55.8,,2.992,31.7,,8.3,155,0,7.5,155.9,122.5
2.996,291.8,,2.996,1184.7,,2.996,41.7,,2.996,22.5,,8.3,160.9,8.3,5.8,143.4,112.5
3,346.8,,3,1368.6,,3,46.7,,3,26.7,,0,158.4,4.2,10,155,130
3.004,375.1,,3.004,1335.2,,3.004,41.7,,3.004,26.7,,8.3,162.5,0,5.8,163.4,99.2
3.008,436.9,,3.008,1285,,3.008,31.7,,3.008,30,,0,176.7,4.2,4.2,126.7,123.3
3.012,445.2,,3.012,1268.3,,3.012,30,,3.012,28.3,,0,173.4,8.3,10,140.9,102.5
3.016,494.4,,3.016,1268.3,,3.016,21.7,,3.016,17.5,,16.7,144.2,12.5,6.7,135.9,98.3
3.02,505.3,,3.02,1285,,3.02,18.3,,3.02,32.5,,0,162.5,25,7.5,113.3,80
3.024,487.7,,3.024,1209.8,,3.024,12.5,,3.024,28.3,,16.7,136.7,4.2,7.5,89.2,70.8
3.028,411.8,,3.028,1034.4,,3.028,15.8,,3.028,32.5,,0,133.4,16.7,5.8,74.2,67.5
3.032,458.6,,3.032,942.6,,3.032,11.7,,3.032,23.3,,8.3,115,4.2,5.8,65,49.2
3.036,437.7,,3.036,708.8,,3.036,12.5,,3.036,18.3,,0,100,0,5,45,44.2
3.04,359.3,,3.04,558.7,,3.04,18.3,,3.04,20,,8.3,63.3,8.3,6.7,50,43.3
3.044,351.8,,3.044,600.4,,3.044,21.7,,3.044,29.2,,0,72.5,0,3.3,39.2,28.3
3.048,267.6,,3.048,475.2,,3.048,36.7,,3.048,25,,0,58.3,12.5,7.5,54.2,35
3.052,240.1,,3.052,366.8,,3.052,38.3,,3.052,20,,0,37.5,4.2,7.5,56.7,38.3
3.056,205.9,,3.056,358.5,,3.056,31.7,,3.056,20.8,,16.7,45,20.8,5,70.8,46.7
3.06,171.7,,3.06,316.8,,3.06,45,,3.06,19.2,,8.3,45.8,4.2,5,71.7,65.8
3.064,145.9,,3.064,450.2,,3.064,38.3,,3.064,27.5,,8.3,68.3,8.3,6.7,91.7,75
3.068,142.5,,3.068,550.3,,3.068,57.5,,3.068,28.3,,8.3,65,4.2,4.2,100,85.8
3.072,155,,3.072,617.1,,3.072,57.5,,3.072,20.8,,8.3,69.2,0,7.5,120,96.7
3.076,184.2,,3.076,708.9,,3.076,53.3,,3.076,30.8,,8.3,101.7,4.2,6.7,136.7,120
3.08,197.5,,3.08,917.5,,3.08,45,,3.08,19.2,,8.3,117.5,12.5,4.2,161.7,106.7
3.084,230.1,,3.084,934.2,,3.084,35,,3.084,15.8,,0,124.2,4.2,4.2,141.7,126.7
3.088,292.6,,3.088,1134.7,,3.088,35.8,,3.088,26.7,,0,128.4,12.5,8.3,183.4,116.7
3.092,317.6,,3.092,1067.8,,3.092,37.5,,3.092,24.2,,16.7,155,4.2,5,159.2,122.5
3.096,393.5,,3.096,1276.6,,3.096,30,,3.096,25,,8.3,175.9,8.3,10,151.7,126.7
3.1,391,,3.1,1326.8,,3.1,27.5,,3.1,20.8,,0,158.4,4.2,6.7,140.9,106.7
3.104,382.6,,3.104,1134.7,,3.104,19.2,,3.104,20.8,,0,180.9,20.8,8.3,116.7,70
3.108,418.5,,3.108,1251.6,,3.108,20,,3.108,28.3,,0,165,4.2,5,127.5,91.7
3.112,444.4,,3.112,1193.1,,3.112,17.5,,3.112,23.3,,16.7,161.7,0,4.2,109.2,81.7
3.116,457.7,,3.116,1385.3,,3.116,7.5,,3.116,17.5,,16.7,155.9,4.2,5.8,87.5,67.5
3.12,436,,3.12,892.5,,3.12,11.7,,3.12,29.2,,8.3,129.2,4.2,2.5,79.2,59.2
3.124,411.8,,3.124,784,,3.124,12.5,,3.124,21.7,,0,106.7,8.3,2.5,56.7,52.5
3.128,400.2,,3.128,667.1,,3.128,15.8,,3.128,20.8,,0,95.8,4.2,5,50.8,45
3.132,331.8,,3.132,742.2,,3.132,20.8,,3.132,24.2,,8.3,79.2,8.3,9.2,58.3,40
3.136,305.1,,3.136,441.9,,3.136,15,,3.136,20,,0,68.3,12.5,4.2,55,31.7
3.14,255.9,,3.14,350.1,,3.14,22.5,,3.14,28.3,,0,66.7,4.2,5.8,53.3,33.3
3.144,230.1,,3.144,308.4,,3.144,30,,3.144,23.3,,16.7,45.8,0,2.5,70,45.8
3.148,175.9,,3.148,291.8,,3.148,33.3,,3.148,25.8,,8.3,45,16.7,5,63.3,62.5
3.152,198.4,,3.152,316.8,,3.152,25,,3.152,19.2,,8.3,52.5,4.2,8.3,71.7,60.8
3.156,155.9,,3.156,391.8,,3.156,36.7,,3.156,33.3,,8.3,46.7,16.7,6.7,105.8,85.8
3.16,142.5,,3.16,408.5,,3.16,30,,3.16,21.7,,8.3,58.3,0,9.2,126.7,84.2
3.164,131.7,,3.164,475.2,,3.164,40,,3.164,24.2,,8.3,69.2,8.3,4.2,140.9,88.3
3.168,186.7,,3.168,658.8,,3.168,34.2,,3.168,23.3,,0,86.7,8.3,5,137.5,103.3
3.172,180,,3.172,809,,3.172,39.2,,3.172,31.7,,0,111.7,8.3,7.5,150.9,122.5
3.176,218.4,,3.176,867.4,,3.176,36.7,,3.176,16.7,,8.3,99.2,8.3,7.5,138.4,124.2
3.18,250.1,,3.18,942.6,,3.18,26.7,,3.18,23.3,,8.3,127.5,0,5.8,141.7,120.8
3.184,309.3,,3.184,1076.2,,3.184,28.3,,3.184,24.2,,8.3,145,8.3,5,188.4,120
3.188,308.4,,3.188,1059.5,,3.188,25.8,,3.188,20,,0,149.2,8.3,4.2,151.7,124.2
3.192,361.8,,3.192,1026.1,,3.192,17.5,,3.192,23.3,,0,173.4,16.7,15.8,135,96.7
3.196,356,,3.196,1101.2,,3.196,18.3,,3.196,25,,0,184.2,16.7,7.5,128.4,104.2
3.2,431.9,,3.2,1218.2,,3.2,18.3,,3.2,32.5,,8.3,156.7,8.3,4.2,107.5,79.2
3.204,414.3,,3.204,984.3,,3.204,10.8,,3.204,22.5,,8.3,149.2,4.2,5,99.2,75
3.208,396.8,,3.208,967.6,,3.208,10.8,,3.208,25.8,,0,130,0,6.7,100.8,73.3
3.212,399.3,,3.212,842.4,,3.212,5,,3.212,30.8,,8.3,132.5,0,5.8,70.8,47.5
3.216,414.3,,3.216,825.7,,3.216,14.2,,3.216,34.2,,0,120.8,0,3.3,53.3,59.2
3.22,340.1,,3.22,567,,3.22,13.3,,3.22,15.8,,0,98.3,12.5,4.2,55,37.5
3.224,310.9,,3.224,542,,3.224,17.5,,3.224,22.5,,0,89.2,8.3,4.2,53.3,41.7
3.228,290.1,,3.228,383.5,,3.228,24.2,,3.228,21.7,,0,80.8,4.2,3.3,45,38.3
3.232,263.4,,3.232,358.5,,3.232,17.5,,3.232,26.7,,0,61.7,4.2,0.8,64.2,48.3
3.236,200.9,,3.236,383.5,,3.236,17.5,,3.236,30,,0,40,4.2,6.7,70,66.7
3.24,188.4,,3.24,333.4,,3.24,32.5,,3.24,26.7,,8.3,47.5,0,5,80,55
3.244,157.5,,3.244,225.1,,3.244,25,,3.244,30,,8.3,43.3,12.5,8.3,96.7,70
3.248,138.4,,3.248,341.8,,3.248,32.5,,3.248,20.8,,0,48.3,4.2,6.7,101.7,65.8
3.252,141.7,,3.252,516.9,,3.252,30,,3.252,20,,0,59.2,0,4.2,110.8,93.3
3.256,121.7,,3.256,525.3,,3.256,32.5,,3.256,19.2,,16.7,55,8.3,8.3,129.2,99.2
3.26,173.4,,3.26,583.7,,3.26,38.3,,3.26,20,,0,74.2,12.5,7.5,148.4,110.8
3.264,146.7,,3.264,642.1,,3.264,16.7,,3.264,19.2,,0,75,4.2,7.5,145.9,98.3
3.268,189.2,,3.268,884.1,,3.268,30,,3.268,29.2,,0,98.3,8.3,6.7,153.4,114.2
3.272,217.5,,3.272,917.5,,3.272,17.5,,3.272,25,,8.3,105,8.3,4.2,175,141.7
3.276,221.7,,3.276,1076.2,,3.276,17.5,,3.276,35,,0,103.3,12.5,8.3,159.2,90
3.28,267.6,,3.28,909.2,,3.28,17.5,,3.28,18.3,,8.3,130,8.3,6.7,165,108.3
3.284,294.3,,3.284,967.6,,3.284,12.5,,3.284,21.7,,16.7,133.4,4.2,6.7,136.7,101.7
3.288,314.3,,3.288,1101.2,,3.288,11.7,,3.288,19.2,,0,134.2,12.5,5.8,116.7,78.3
3.292,348.5,,3.292,1026.1,,3.292,16.7,,3.292,17.5,,0,143.4,16.7,5,108.3,85.8
3.296,367.6,,3.296,1042.8,,3.296,7.5,,3.296,17.5,,16.7,159.2,8.3,4.2,112.5,74.2
3.3,346,,3.3,842.4,,3.3,13.3,,3.3,21.7,,8.3,125,8.3,5,89.2,55
3.304,371.8,,3.304,950.9,,3.304,9.2,,3.304,25.8,,0,130.9,4.2,4.2,77.5,47.5
3.308,343.5,,3.308,650.4,,3.308,9.2,,3.308,24.2,,0,106.7,16.7,3.3,55,40
3.312,299.3,,3.312,558.7,,3.312,12.5,,3.312,31.7,,16.7,106.7,0,6.7,62.5,52.5
3.316,256.7,,3.316,550.3,,3.316,12.5,,3.316,25,,16.7,101.7,4.2,5,48.3,47.5
3.32,221.7,,3.32,450.2,,3.32,23.3,,3.32,21.7,,16.7,65,4.2,5.8,62.5,40.8
3.324,222.6,,3.324,408.5,,3.324,16.7,,3.324,21.7,,8.3,64.2,4.2,5,60,60.8
3.328,164.2,,3.328,291.8,,3.328,20,,3.328,24.2,,0,59.2,0,2.5,70.8,45.8
3.332,150.9,,3.332,400.2,,3.332,22.5,,3.332,24.2,,8.3,40,0,5,91.7,52.5
3.336,164.2,,3.336,391.8,,3.336,30.8,,3.336,35,,0,48.3,8.3,5.8,92.5,86.7
3.34,142.5,,3.34,425.2,,3.34,30.8,,3.34,20,,0,35.8,16.7,3.3,101.7,95
3.344,107.5,,3.344,408.5,,3.344,24.2,,3.344,18.3,,0,35,12.5,5.8,115.8,90.8
3.348,124.2,,3.348,567,,3.348,17.5,,3.348,20,,8.3,55,8.3,4.2,154.2,95.8
3.352,130.9,,3.352,650.4,,3.352,17.5,,3.352,21.7,,16.7,60.8,0,5.8,136.7,110.8
3.356,158.4,,3.356,608.7,,3.356,20,,3.356,27.5,,8.3,58.3,12.5,2.5,136.7,118.3
3.36,184.2,,3.36,800.6,,3.36,22.5,,3.36,20.8,,8.3,68.3,0,5,139.2,110
3.364,204.2,,3.364,925.9,,3.364,15.8,,3.364,22.5,,16.7,101.7,16.7,3.3,150,126.7
3.368,223.4,,3.368,784,,3.368,8.3,,3.368,21.7,,8.3,86.7,4.2,6.7,139.2,96.7
3.372,264.2,,3.372,1017.7,,3.372,15,,3.372,20,,8.3,106.7,4.2,8.3,140,92.5
3.376,272.6,,3.376,859.1,,3.376,10.8,,3.376,25,,8.3,110,0,6.7,122.5,95.8
3.38,295.1,,3.38,934.2,,3.38,13.3,,3.38,19.2,,16.7,125,0,8.3,107.5,78.3
3.384,309.3,,3.384,950.9,,3.384,4.2,,3.384,25,,0,120.8,8.3,7.5,114.2,89.2
3.388,301.8,,3.388,967.6,,3.388,10.8,,3.388,20,,0,127.5,8.3,7.5,106.7,69.2
3.392,343.5,,3.392,850.7,,3.392,11.7,,3.392,20,,0,113.3,4.2,7.5,80,63.3
3.396,315.1,,3.396,675.5,,3.396,8.3,,3.396,25,,8.3,119.2,8.3,5.8,82.5,46.7
3.4,303.4,,3.4,650.4,,3.4,6.7,,3.4,25,,0,115,4.2,7.5,69.2,45.8
3.404,284.2,,3.404,458.5,,3.404,9.2,,3.404,25.8,,8.3,95.8,0,5.8,46.7,44.2
3.408,255.9,,3.408,483.6,,3.408,9.2,,3.408,25,,0,95,4.2,4.2,62.5,41.7
3.412,227.6,,3.412,341.8,,3.412,15,,3.412,25,,0,52.5,0,6.7,52.5,50
3.416,214.2,,3.416,308.4,,3.416,14.2,,3.416,19.2,,8.3,60,8.3,8.3,72.5,58.3
3.42,183.4,,3.42,308.4,,3.42,20,,3.42,25,,8.3,60,4.2,5.8,76.7,53.3
3.424,163.4,,3.424,225.1,,3.424,25.8,,3.424,19.2,,8.3,45,4.2,4.2,96.7,61.7
3.428,139.2,,3.428,358.5,,3.428,12.5,,3.428,19.2,,8.3,41.7,4.2,7.5,79.2,91.7
3.432,152.5,,3.432,258.4,,3.432,15,,3.432,24.2,,8.3,46.7,0,1.7,115,88.3
3.436,125.8,,3.436,441.9,,3.436,12.5,,3.436,19.2,,0,44.2,4.2,2.5,129.2,86.7
3.44,123.3,,3.44,441.9,,3.44,17.5,,3.44,24.2,,0,36.7,20.8,1.7,140.9,103.3
3.444,127.5,,3.444,592,,3.444,23.3,,3.444,30,,0,47.5,8.3,3.3,164.2,107.5
3.448,147.5,,3.448,717.2,,3.448,11.7,,3.448,22.5,,0,52.5,0,2.5,130.9,110.8
3.452,145,,3.452,617,,3.452,16.7,,3.452,19.2,,0,50,8.3,2.5,147.5,97.5
3.456,188.4,,3.456,750.6,,3.456,18.3,,3.456,19.2,,8.3,66.7,0,4.2,125.8,112.5
3.46,209.2,,3.46,667.1,,3.46,15.8,,3.46,25.8,,8.3,83.3,4.2,5.8,140.9,108.3
3.464,211.7,,3.464,817.4,,3.464,8.3,,3.464,15.8,,8.3,81.7,12.5,5,132.5,82.5
3.468,249.2,,3.468,959.3,,3.468,10.8,,3.468,31.7,,0,89.2,0,3.3,127.5,88.3
3.472,294.3,,3.472,892.5,,3.472,6.7,,3.472,15,,8.3,97.5,12.5,5,110.8,79.2
3.476,279.2,,3.476,733.9,,3.476,4.2,,3.476,20,,0,101.7,0,3.3,100,68.3
3.48,313.4,,3.48,667.1,,3.48,2.5,,3.48,25,,0,106.7,4.2,5.8,81.7,60.8
3.484,310.9,,3.484,750.6,,3.484,7.5,,3.484,25.8,,0,116.7,8.3,6.7,80,48.3
3.488,274.2,,3.488,600.4,,3.488,7.5,,3.488,17.5,,0,99.2,4.2,4.2,72.5,50.8
3.492,278.4,,3.492,650.4,,3.492,9.2,,3.492,25,,16.7,107.5,0,3.3,61.7,44.2
3.496,257.6,,3.496,491.9,,3.496,10,,3.496,21.7,,0,99.2,4.2,3.3,55,44.2
3.5,219.2,,3.5,433.5,,3.5,9.2,,3.5,21.7,,0,71.7,12.5,2.5,49.2,27.5
3.504,205.9,,3.504,341.8,,3.504,15,,3.504,20,,8.3,80.8,8.3,6.7,55,54.2
3.508,202.5,,3.508,375.1,,3.508,15,,3.508,14.2,,0,70,8.3,8.3,67.5,50
3.512,141.7,,3.512,341.8,,3.512,12.5,,3.512,21.7,,8.3,60.8,0,7.5,89.2,60.8
3.516,134.2,,3.516,275.1,,3.516,12.5,,3.516,23.3,,0,45.8,8.3,7.5,69.2,70.8
3.52,117.5,,3.52,391.8,,3.52,15,,3.52,21.7,,8.3,40,12.5,7.5,97.5,71.7
3.524,116.7,,3.524,350.1,,3.524,15.8,,3.524,19.2,,0,40,4.2,5.8,104.2,86.7
3.528,105,,3.528,475.2,,3.528,10.8,,3.528,20,,8.3,35.8,0,4.2,118.3,92.5
3.532,132.5,,3.532,391.8,,3.532,12.5,,3.532,15.8,,8.3,34.2,0,8.3,139.2,107.5
3.536,112.5,,3.536,575.3,,3.536,11.7,,3.536,22.5,,0,27.5,8.3,5,128.4,100.8
3.54,125,,3.54,542,,3.54,16.7,,3.54,17.5,,0,41.7,4.2,5,145.9,110.8
3.544,155,,3.544,700.5,,3.544,12.5,,3.544,18.3,,0,50,8.3,0.8,122.5,125.8
3.548,185,,3.548,775.6,,3.548,6.7,,3.548,18.3,,0,51.7,8.3,2.5,145.9,100
3.552,208.4,,3.552,633.7,,3.552,10.8,,3.552,27.5,,16.7,75.8,0,5,139.2,90.8
3.556,225.9,,3.556,792.3,,3.556,6.7,,3.556,25,,0,67.5,8.3,3.3,131.7,92.5
3.56,230.1,,3.56,700.5,,3.56,9.2,,3.56,20.8,,0,95,0,8.3,112.5,85
3.564,265.1,,3.564,775.6,,3.564,10,,3.564,13.3,,0,78.3,4.2,5,98.3,68.3
3.568,274.2,,3.568,525.3,,3.568,13.3,,3.568,28.3,,8.3,94.2,0,4.2,95,71.7
3.572,280.1,,3.572,884.1,,3.572,7.5,,3.572,24.2,,8.3,93.3,0,1.7,83.3,61.7
3.576,268.4,,3.576,633.7,,3.576,13.3,,3.576,22.5,,8.3,83.3,20.8,5.8,68.3,47.5
3.58,269.2,,3.58,608.7,,3.58,7.5,,3.58,18.3,,0,85,8.3,7.5,50,49.2
3.584,277.6,,3.584,542,,3.584,7.5,,3.584,19.2,,0,93.3,4.2,7.5,51.7,46.7
3.588,252.6,,3.588,391.8,,3.588,13.3,,3.588,27.5,,8.3,80,4.2,9.2,52.5,49.2
3.592,228.4,,3.592,383.5,,3.592,6.7,,3.592,20.8,,16.7,67.5,8.3,9.2,47.5,41.7
3.596,229.2,,3.596,383.5,,3.596,10,,3.596,20,,8.3,97.5,0,8.3,62.5,39.2
3.6,187.5,,3.6,325.1,,3.6,8.3,,3.6,25,,16.7,62.5,4.2,6.7,69.2,57.5
3.604,154.2,,3.604,325.1,,3.604,7.5,,3.604,23.3,,25,53.3,4.2,5.8,70,59.2
3.608,145,,3.608,325.1,,3.608,10.8,,3.608,17.5,,16.7,41.7,0,4.2,84.2,65
3.612,131.7,,3.612,241.7,,3.612,14.2,,3.612,21.7,,0,37.5,0,2.5,90.8,78.3
3.616,110.8,,3.616,350.1,,3.616,10,,3.616,17.5,,8.3,48.3,4.2,8.3,100,80.8
3.62,122.5,,3.62,341.8,,3.62,7.5,,3.62,28.3,,8.3,28.3,8.3,9.2,119.2,87.5
3.624,105.8,,3.624,341.8,,3.624,11.7,,3.624,23.3,,0,32.5,0,5,124.2,87.5
3.628,110,,3.628,450.2,,3.628,5.8,,3.628,15,,16.7,26.7,8.3,5.8,120,100.8
3.632,112.5,,3.632,416.8,,3.632,10,,3.632,16.7,,0,37.5,12.5,3.3,124.2,94.2
3.636,144.2,,3.636,708.8,,3.636,10,,3.636,21.7,,0,38.3,4.2,8.3,132.5,96.7
3.64,153.4,,3.64,742.2,,3.64,11.7,,3.64,25.8,,16.7,36.7,8.3,6.7,140,90
3.644,190.9,,3.644,683.8,,3.644,9.2,,3.644,21.7,,0,45.8,4.2,1.7,107.5,86.7
3.648,213.4,,3.648,550.3,,3.648,3.3,,3.648,26.7,,0,57.5,16.7,5,119.2,85.8
3.652,249.2,,3.652,558.7,,3.652,10,,3.652,18.3,,0,50.8,0,10.8,106.7,91.7
3.656,267.6,,3.656,725.5,,3.656,5.8,,3.656,17.5,,0,50,4.2,8.3,100.8,80.8
3.66,263.4,,3.66,558.7,,3.66,5.8,,3.66,29.2,,8.3,80,8.3,8.3,85,68.3
3.664,271.7,,3.664,608.7,,3.664,3.3,,3.664,25,,0,82.5,4.2,7.5,77.5,54.2
3.668,280.9,,3.668,592,,3.668,9.2,,3.668,22.5,,0,75.8,0,4.2,74.2,49.2
3.672,270.1,,3.672,458.5,,3.672,3.3,,3.672,9.2,,0,89.2,4.2,5,75,40
3.676,230.1,,3.676,458.5,,3.676,5.8,,3.676,23.3,,0,76.7,0,4.2,45,29.2
3.68,252.6,,3.68,441.9,,3.68,10,,3.68,23.3,,0,80,20.8,9.2,40,47.5
3.684,210,,3.684,316.8,,3.684,7.5,,3.684,35.8,,8.3,73.3,20.8,9.2,57.5,40.8
3.688,208.4,,3.688,350.1,,3.688,8.3,,3.688,24.2,,8.3,55,8.3,6.7,59.2,50
3.692,178.4,,3.692,216.7,,3.692,7.5,,3.692,25,,0,54.2,0,4.2,65.8,55
3.696,141.7,,3.696,183.4,,3.696,7.5,,3.696,25,,0,42.5,4.2,4.2,82.5,56.7
3.7,137.5,,3.7,275.1,,3.7,10,,3.7,19.2,,0,44.2,0,7.5,89.2,67.5
3.704,125.8,,3.704,225.1,,3.704,10,,3.704,22.5,,8.3,36.7,4.2,5,97.5,66.7
3.708,98.3,,3.708,366.8,,3.708,5,,3.708,18.3,,8.3,42.5,0,5.8,118.3,89.2
3.712,106.7,,3.712,266.7,,3.712,0.8,,3.712,17.5,,0,31.7,4.2,6.7,120,95
3.716,109.2,,3.716,416.8,,3.716,7.5,,3.716,24.2,,0,30,12.5,5.8,113.3,108.3
3.72,115,,3.72,450.2,,3.72,15.8,,3.72,26.7,,0,22.5,12.5,5.8,139.2,90
3.724,114.2,,3.724,500.3,,3.724,5,,3.724,30.8,,0,20,0,4.2,114.2,99.2
3.728,135,,3.728,508.6,,3.728,4.2,,3.728,16.7,,0,18.3,4.2,5.8,118.3,89.2
3.732,167.5,,3.732,642.1,,3.732,8.3,,3.732,26.7,,8.3,35.8,0,6.7,120.8,102.5
3.736,184.2,,3.736,558.6,,3.736,7.5,,3.736,29.2,,16.7,45,16.7,9.2,114.2,73.3
3.74,197.5,,3.74,717.2,,3.74,3.3,,3.74,15,,0,44.2,0,5,110,83.3
3.744,197.5,,3.744,600.4,,3.744,9.2,,3.744,21.7,,8.3,39.2,4.2,5,95,70.8
3.748,217.5,,3.748,500.3,,3.748,10,,3.748,22.5,,16.7,53.3,4.2,10.8,92.5,55.8
3.752,229.2,,3.752,516.9,,3.752,6.7,,3.752,20.8,,8.3,62.5,0,5,71.7,66.7
3.756,264.2,,3.756,667.1,,3.756,6.7,,3.756,15.8,,8.3,75,8.3,5.8,65,44.2
3.76,250.1,,3.76,458.5,,3.76,9.2,,3.76,15.8,,8.3,67.5,8.3,4.2,65.8,44.2
3.764,249.2,,3.764,350.1,,3.764,6.7,,3.764,16.7,,0,66.7,4.2,6.7,45,46.7
3.768,257.6,,3.768,516.9,,3.768,7.5,,3.768,16.7,,0,50.8,8.3,4.2,63.3,37.5
3.772,218.4,,3.772,358.5,,3.772,6.7,,3.772,25.8,,0,69.2,4.2,9.2,45,40.8
3.776,206.7,,3.776,266.7,,3.776,5,,3.776,18.3,,0,60,8.3,8.3,58.3,50.8
3.78,190.9,,3.78,308.4,,3.78,7.5,,3.78,27.5,,0,51.7,0,5,57.5,50
3.784,176.7,,3.784,250.1,,3.784,5.8,,3.784,25,,8.3,50,8.3,6.7,54.2,53.3
3.788,155,,3.788,166.7,,3.788,14.2,,3.788,25,,25,53.3,12.5,8.3,66.7,55
3.792,122.5,,3.792,233.4,,3.792,10,,3.792,20,,8.3,52.5,12.5,5.8,73.3,70.8
3.796,90,,3.796,283.4,,3.796,10,,3.796,21.7,,8.3,44.2,4.2,5.8,103.3,82.5
3.8,110,,3.8,225.1,,3.8,9.2,,3.8,22.5,,0,30.8,8.3,4.2,95.8,90.8
3.804,114.2,,3.804,225.1,,3.804,12.5,,3.804,19.2,,0,30.8,8.3,10.8,103.3,95
3.808,101.7,,3.808,325.1,,3.808,6.7,,3.808,17.5,,8.3,30.8,4.2,3.3,100.8,88.3
3.812,103.3,,3.812,425.2,,3.812,7.5,,3.812,16.7,,0,25.8,4.2,5.8,119.2,91.7
3.816,140.9,,3.816,533.6,,3.816,5,,3.816,20.8,,0,18.3,4.2,5,115,93.3
3.82,124.2,,3.82,500.3,,3.82,6.7,,3.82,30,,8.3,20,4.2,5,109.2,80
3.824,140.9,,3.824,466.9,,3.824,4.2,,3.824,25.8,,25,22.5,4.2,5,113.3,80
3.828,145.9,,3.828,458.5,,3.828,7.5,,3.828,23.3,,8.3,30,0,10,104.2,84.2
